Grammar|147<br/>この間の彼女の態度は、思い出す<b>だに</b>腹が立つ。<br/>（＝思い出すだけでも）<br/><br/>地下鉄に乗っているときに大地震が起きたらどうなるだろう。想像する<b>だに</b>恐ろしい。<br/>（＝想像するだけでも）<br/><br/>そんなこと、夢<b>(に)だに</b>も思わない。<br/>（＝夢でさえ）|Vる<b>だに</b><br/>N<b>だに</b><br/>◆硬い表現|20260701185524|20260721130711|1.6374500789851294
Grammar|75<br/>大学生<b>ともあろう</b>者が、その漢字を読めないのは恥ずかしい。<br/>（＝大学生という身分の者が）<br/><br/>一国の首相<b>たる</b>者が、このような発言をしてはいけない。<br/>（＝首相の立場にある人が）|N1<b>ともあろう</b>N2<br/>N1<b>たる</b>N2<br/>◆批判が続くことが多い<br/>れい　社長<b>ともあろう</b>人<br/>A社<b>ともあろう</b>企業<br/>教師<b>たる</b>者|20260703202042|20260721175852|1.6374500789851294
Grammar|93<br/>かなりひどい虫歯だったが、抜か<b>ずにすんで</b>よかった。<br/>（＝抜く必要がなく終わって）<br/><br/>図書館で借りたので、本を買わ<b>ずにすんだ</b>。<br/>（＝買う必要がなくて解決した）|V<b>ない→ずに</b><br/>！ しない→<b>せずに</b><br/>V<b>ないで</b><br/>V<b>なくて</b><br/>　<b>すむ</b><br/>◆「済む」とも書く|20260630201613|20260721202408|1.6374500789851294
Grammar|61<br/>その男の人は部屋に入る<b>や否や</b>、いきなり大声で怒鳴り始めた。<br/>（＝入るとほとんど同時に／入ったとたんに）<br/><br/>彼は、それを口に入れる<b>や</b>、吐き出した。<br/>（＝入れるとほとんど同時に／入れたとたんに）<br/><br/>その政治家は、形勢が不利と見る<b>や</b>、態度を一変した。<br/>（＝不利だとわかってすぐ/不利だとわかったとたんに）|Vる<b>や（否や）</b>|20260419185842|20260722005304|1.7052631578947368
Grammar|38<br/>日本人は、子ども<b>といわず</b>、大人<b>といわず</b>、マンガをよく読む。<br/>（＝子どもも大人も、だれでも）<br/><br/>私は、牛肉<b>といわず</b>、豚肉<b>といわず</b>、肉は食べません。<br/>（＝牛肉や豚肉だけでなく）<br/><br/>最近の若者は、食事中<b>といわず</b>、テレビを見ている間<b>といわず</b>、いつでもスマホを手にしている。<br/>（＝食事中やテレビを見ている間だけでなく）|N1<b>といわず</b>N2<b>といわず</b><br/>♦N1、N2の区別なく|20260419190411|20260722051433|1.7052631578947368
Grammar|163<br/>電話で済むことだから、わざわざ行く<b>には及ばない</b>。<br/>（＝わざわざ行く必要がない）<br/><br/>メールを使えばいい。郵便で送る<b>には及ばない</b>。<br/>（＝郵便で送る必要がない）<br/><br/>もっと！若者は言う<b>に及ばず</b>、老若男女を問わず、彼のコンサートに行っている。<br/>（＝若者については言うまでもなく）|Vる<br/>N<s>する</s><br/>　<b>に(は)及ばない</b><br/>れい　心配<b>には及ばない</b><br/>　それ<b>には及ばない</b>|20260628123927|20260722082036|1.6303541351739166
Grammar|158<br/>歯医者「虫歯がありますよ。」<br/>患者「そうですか。まだ痛く<b>もなんともない</b>んですが……。」<br/>（＝全く痛くない）<br/><br/>彼のこと、好きで<b>もなんでもない</b>けれど、なぜか気にかかる。<br/>（＝好きでも嫌いでもない）|Aく<b>も</b>なんともない<br/>Na<b>でも</b><br/>N<b>でも</b><br/>　<b>なんともない</b><br/>◆強調<br/>れい　ほしく<b>もなんともない</b><br/>　苦労<b>でもなんでもない</b>|20260702194922|20260722092308|1.6374500789851294
Grammar|119<br/>現状<b>に即して</b>物事を考えよう。<br/>（＝現状にちょうど合うように）<br/><br/>銀行も、時代<b>に即した</b>新しいサービスを提供しなければならない。<br/>（＝時代にちょうど合った）|N<b>に即して</b>V<br/>N₁<b>に即した</b>N₂<br/>◆硬い表現<br/>れい　現実<b>に即して</b><br/>　事実<b>に即して</b><br/>　法律<b>に即して</b>|20260702195510|20260722093941|1.6374500789851294
Grammar|144<br/>息子の部屋は壁<b>という壁</b>に車のポスターが貼ってある。<br/>（＝すべての壁に）<br/><br/>チラシをこの地域の家<b>という</b>家に配って歩いた。<br/>（＝すべての家に）<br/><br/>今日<b>という</b>今日は、この仕事をやり遂げなければならない。<br/>（＝今日は絶対に）|N<b>という</b>N<br/>◆強調<br/>慣用句　今日<b>という今日</b><br/>（＝今日は絶対）|20260629195546|20260722123845|1.6374500789851294
Grammar|78<br/>大変だ！女性が血<b>まみれ</b>になって倒れている。<br/>（＝血をいっぱい流して／血だらけになって）<br/><br/>彼は汗<b>まみれ</b>になって、一生懸命サッカーの練習をしている。<br/>（＝汗をいっぱいかいて／汗だらけになって）|N<b>まみれ</b><br/>◆汚いものがたくさん付いているという状態を表す<br/>れい　泥<b>まみれ</b><br/>ほこり<b>まみれ</b><br/>借金<b>まみれ</b>|20260624200635|20260722215217|1.6443592874328892
